URL,Title,Status Code,Load Time (ms),Self-Referencing URL with #,Anchor Details
https://www.melbournepolytechnic.edu.au/study/certificate-iii/beekeeping/,Certificate III in Beekeeping | Melbourne Polytechnic,200,312,false,
https://www.melbournepolytechnic.edu.au/students/outstanding-student-of-the-year-awards/outstanding-student-of-the-year-awards-2022/,Outstanding Student of the Year Awards 2022,200,47,false,
https://www.melbournepolytechnic.edu.au/study/certificate-iv/disability/traineeship/,Certificate IV in Disability - Traineeship | Melbourne Polytechnic,200,86,false,
https://www.melbournepolytechnic.edu.au/locations/northern-lodge-at-eden-park/,Northern Lodge at Eden Park | Melbourne Polytechnic,200,100,false,
https://www.melbournepolytechnic.edu.au/current-vacancies/,Staff Vacancies at Melbourne Polytechnic,200,52,false,
https://www.melbournepolytechnic.edu.au/study/certificate-iii/arboriculture/climbing-arborist-non-traineeship/,Certificate III in Arboriculture - Climbing Arborist Non-traineeship,200,254,false,
https://www.melbournepolytechnic.edu.au/students/scholarships/search-for-a-scholarship/,Search for Scholarships - Melbourne Polytechnic,200,59,false,
https://www.melbournepolytechnic.edu.au/short-courses/lea-safe-working-practice-swp-assessment/,LEA - Safe Work Practice (SWP) Assessment - Melbourne Polytechnic,200,126,false,
https://www.melbournepolytechnic.edu.au/study/pearson-pte-test-centre/,Pearson Test of English Academic | Melbourne Polytechnic,200,258,false,
https://www.melbournepolytechnic.edu.au/students/key-facilities/libraries/fairfield-library/,Melbourne Polytechnic Fairfield Campus Library,200,43,false,
https://www.melbournepolytechnic.edu.au/short-courses/plumbing-examination-revision/,Plumbing Examination Revision - Melbourne Polytechnic,200,45,false,
https://www.melbournepolytechnic.edu.au/,TAFE and Degrees Melbourne | Melbourne Polytechnic,200,55,false,
https://www.melbournepolytechnic.edu.au/students/scholarships/search-for-a-scholarship/pathway-to-victoria-scholarship-program/,Pathway to Victoria Scholarship Program - Melbourne Polytechnic,200,65,false,
https://www.melbournepolytechnic.edu.au/study/music-and-sound/,Music and Sound Production Courses TAFE | Melbourne Polytechnic,200,53,false,
https://www.melbournepolytechnic.edu.au/about-us/news-and-events/news/lotus-found-her-calling-in-community-services/,Lotus Found Her Calling In Community Services | Melbourne Polytechnic,200,189,false,
https://www.melbournepolytechnic.edu.au/students/services-and-support/feedback-and-complaints/,Melbourne Polytechnic - Feedback and Complaints,200,54,false,
https://www.melbournepolytechnic.edu.au/about-us/news-and-events/news/cooking-up-a-storm-at-the-australian-culinary-challenge/,Cooking Up a Storm at the Culinary Challenge | Melbourne Polytechnic,200,67,false,
https://www.melbournepolytechnic.edu.au/about-us/corporate-information/procurement/,Procurement,200,33,false,
https://www.melbournepolytechnic.edu.au/study/diploma/arboriculture/,Diploma of Arboriculture TAFE | Melbourne Polytechnic,200,108,false,
https://www.melbournepolytechnic.edu.au/students/key-facilities/libraries/greensborough-library/,Melbourne Polytechnic Greensborough Campus Library,200,227,false,
https://www.melbournepolytechnic.edu.au/about-us/our-staff/jack-pantazis/,Melbourne Polytechnic Staff - Jack Pantazis,200,81,false,
https://www.melbournepolytechnic.edu.au/students/student-charter/,Student Charter | Melbourne Polytechnic,200,45,false,
https://www.melbournepolytechnic.edu.au/study/master/professional-and-practicing-accounting/,Study Master of Professional and Practicing Accounting,200,51,false,
https://www.melbournepolytechnic.edu.au/students/services-and-support/learning-support/studiosity/,Studiosity for Melbourne Polytechnic students,200,39,false,
https://www.melbournepolytechnic.edu.au/study/certificate-i/initial-adult-literacy-and-numeracy/,Study Certificate I in Initial Adult Literacy & Numeracy,200,59,false,
https://www.melbournepolytechnic.edu.au/about-us/our-staff/elizabeth-gunn/,Melbourne Polytechnic Staff - Elizabeth Gunn,200,112,false,
https://www.melbournepolytechnic.edu.au/about-us/news-and-events/news/navigating-your-career-in-aged-care/,Navigating your career path in aged care | Melbourne Polytechnic,200,53,false,
https://www.melbournepolytechnic.edu.au/study/certificate-iii/cabinet-making-and-timber-technology/,Cabinet Making Apprenticeship (Cert 3) | TAFE Course,200,265,false,
https://www.melbournepolytechnic.edu.au/about-us/news-and-events/news/floristry-vs-horticulture-careers/,Floristry vs Horticulture Careers | Melbourne Polytechnic,200,58,false,
